partner,day,no_of_registrations,no_orders,aum,aov,fti_count,fti_amount
Tata Digital Private Ltd,2021-07-24,1,0,0.0,0.0,0,
Tata Digital Private Ltd,2021-07-21,2,0,0.0,0.0,0,
Tata Digital Private Ltd,2021-07-18,1,0,0.0,0.0,0,
Tata Digital Private Ltd,2021-07-17,2,0,0.0,0.0,0,
Tata Digital Private Ltd,2021-07-14,1,0,0.0,0.0,0,
Tata Digital Private Ltd,2021-07-13,1,0,0.0,0.0,0,
Tata Digital Private Ltd,2021-07-11,1,0,0.0,0.0,0,
Tata Digital Private Ltd,2021-07-10,1,0,0.0,0.0,0,
Tata Digital Private Ltd,2021-07-09,1,0,0.0,0.0,0,
Tata Digital Private Ltd,2021-07-07,1,0,0.0,0.0,0,
Tata Digital Private Ltd,2021-07-04,2,0,0.0,0.0,0,
Tata Digital Private Ltd,2021-07-03,1,0,0.0,0.0,0,
Tata Digital Private Ltd,2021-07-01,3,0,0.0,0.0,0,
Tata Digital Private Ltd,2021-06-30,1,0,0.0,0.0,0,
Tata Digital Private Ltd,2021-06-25,1,0,0.0,0.0,0,
Tata Digital Private Ltd,2021-06-19,2,0,0.0,0.0,0,
Tata Digital Private Ltd,2021-06-13,1,0,0.0,0.0,0,
Tata Digital Private Ltd,2021-06-12,1,0,0.0,0.0,0,
Tata Digital Private Ltd,2021-06-10,1,0,0.0,0.0,0,
Tata Digital Private Ltd,2021-06-09,1,0,0.0,0.0,0,
Tata Digital Private Ltd,2021-06-08,2,0,0.0,0.0,0,
Tata Digital Private Ltd,2021-06-07,1,0,0.0,0.0,0,
Tata Digital Private Ltd,2021-06-04,1,0,0.0,0.0,0,
Tata Digital Private Ltd,2021-06-02,2,0,0.0,0.0,0,
Tata Digital Private Ltd,2021-05-30,2,0,0.0,0.0,0,
Tata Digital Private Ltd,2021-05-28,1,0,0.0,0.0,0,
Tata Digital Private Ltd,2021-05-27,1,0,0.0,0.0,0,
Tata Digital Private Ltd,2021-05-25,2,0,0.0,0.0,0,
Tata Digital Private Ltd,2021-05-23,2,0,0.0,0.0,0,
Tata Digital Private Ltd,2021-05-22,1,0,0.0,0.0,0,
Tata Digital Private Ltd,2021-05-19,2,0,0.0,0.0,0,
Tata Digital Private Ltd,2021-05-18,2,0,0.0,0.0,0,
Tata Digital Private Ltd,2021-05-11,1,0,0.0,0.0,0,
Tata Digital Private Ltd,2021-05-10,1,0,0.0,0.0,0,
Tata Digital Private Ltd,2021-05-02,1,0,0.0,0.0,0,
Tata Digital Private Ltd,2021-04-29,1,0,0.0,0.0,0,
Tata Digital Private Ltd,2021-04-24,1,0,0.0,0.0,0,
Tata Digital Private Ltd,2021-04-11,1,0,0.0,0.0,0,
Tata Digital Private Ltd,2021-04-08,1,0,0.0,0.0,0,
Tata Digital Private Ltd,2021-04-03,1,0,0.0,0.0,0,
Tata Digital Private Ltd,2021-03-28,2,0,0.0,0.0,0,
Tata Digital Private Ltd,2021-03-26,1,0,0.0,0.0,0,
Tata Digital Private Ltd,2021-03-05,2,0,0.0,0.0,0,
Tata Digital Private Ltd,2021-02-22,1,0,0.0,0.0,0,
Tata Digital Private Ltd,2021-02-11,2,0,0.0,0.0,0,
Tata Digital Private Ltd,2021-02-06,1,0,0.0,0.0,0,
Tata Digital Private Ltd,2021-02-05,1,0,0.0,0.0,0,
Tata Digital Private Ltd,2021-02-01,1,0,0.0,0.0,0,
Tata Digital Private Ltd,2021-01-31,1,0,0.0,0.0,0,
Tata Digital Private Ltd,2021-01-23,1,0,0.0,0.0,0,
Tata Digital Private Ltd,2021-01-13,1,0,0.0,0.0,0,
Tata Digital Private Ltd,2021-01-06,1,0,0.0,0.0,0,
Tata Digital Private Ltd,2020-12-26,1,0,0.0,0.0,0,
Tata Digital Private Ltd,2020-12-20,1,0,0.0,0.0,0,
Tata Digital Private Ltd,2020-12-17,1,0,0.0,0.0,0,
Tata Digital Private Ltd,2020-12-09,1,0,0.0,0.0,0,
Tata Digital Private Ltd,2020-11-30,1,0,0.0,0.0,0,
Tata Digital Private Ltd,2020-11-28,1,0,0.0,0.0,0,
Tata Digital Private Ltd,2020-11-26,1,0,0.0,0.0,0,
Tata Digital Private Ltd,2020-11-21,1,0,0.0,0.0,0,
Tata Digital Private Ltd,2020-08-14,1,0,0.0,0.0,0,
ET money,2026-05-18,114,82,10813225.219999999,131868.60024390242,6,1107412.54
Paisa Bazaar,2026-05-18,530,181,14638741.330000002,80877.02392265195,15,1671547.62
Mobikwik,2026-05-18,480,120,3418751.91,28489.599250000003,11,69835.68
Mobikwik,2022-05-25,1,0,0.0,0.0,0,
Tata Digital Private Ltd,2026-05-18,118,136,12549167.540000001,92273.29073529413,8,618126.64
ET money,2026-05-19,176,44,5174408.01,117600.18204545454,9,1277598.2000000002
Paisa Bazaar,2026-05-19,648,70,7542808.3100000005,107754.40442857143,13,408697.33
Paisa Bazaar,2024-12-27,2,0,0.0,0.0,0,
Mobikwik,2026-05-19,484,59,1942542.46,32924.44847457627,16,750699.55
Mobikwik,2023-10-22,1,0,0.0,0.0,0,
Tata Digital Private Ltd,2026-05-19,100,81,5746682.239999999,70946.69432098765,9,1429279.28
ET money,2026-05-20,187,34,2631402.48,77394.19058823529,10,463963.5
Paisa Bazaar,2026-05-20,502,70,5522614.57,78894.49385714286,9,836549.36
Paisa Bazaar,2022-07-05,1,0,0.0,0.0,0,
Paisa Bazaar,2022-06-13,1,0,0.0,0.0,0,
Paisa Bazaar,2021-10-28,1,0,0.0,0.0,0,
Mobikwik,2026-05-20,495,51,4426818.6,86800.36470588234,18,1479396.6700000002
Tata Digital Private Ltd,2026-05-20,77,62,5896582.529999999,95106.16983870967,9,922063.15
Tata Digital Private Ltd,2021-07-31,1,0,0.0,0.0,0,
ET money,2026-05-21,192,43,4300368.78,100008.57627906978,18,1364727.9300000002
Paisa Bazaar,2026-05-21,460,62,6191782.85,99867.46532258064,9,714863.77
Paisa Bazaar,2024-06-23,1,0,0.0,0.0,0,
Paisa Bazaar,2021-09-26,1,0,0.0,0.0,0,
Mobikwik,2026-05-21,509,46,2768318.9,60180.84565217391,12,10901.04
Mobikwik,2025-09-24,1,0,0.0,0.0,0,
Mobikwik,2025-05-06,1,0,0.0,0.0,0,
Mobikwik,2022-12-04,1,0,0.0,0.0,0,
Mobikwik,2022-05-21,1,0,0.0,0.0,0,
Tata Digital Private Ltd,2026-05-21,87,63,5396376.649999999,85656.77222222221,4,357986.14
Tata Digital Private Ltd,2023-03-20,1,0,0.0,0.0,0,
ET money,2026-05-22,134,34,4901442.220000001,144160.06529411767,7,677784.3
Paisa Bazaar,2026-05-22,527,51,6552152.49,128473.57823529412,8,1087202.9
Mobikwik,2026-05-22,490,50,2120338.1399999997,42406.7628,12,736811.4600000001
Mobikwik,2024-06-18,1,0,0.0,0.0,0,
Tata Digital Private Ltd,2026-05-22,103,50,4797403.03,95948.06060000001,7,987985.2500000001
ET money,2026-05-23,147,10,455754.45999999996,45575.445999999996,11,969449.3099999999
Paisa Bazaar,2026-05-23,439,3,120242.64000000001,40080.880000000005,7,175402.29
Mobikwik,2026-05-23,509,0,0.0,0.0,0,
Mobikwik,2023-10-25,1,0,0.0,0.0,0,
Tata Digital Private Ltd,2026-05-23,105,5,105174.11,21034.822,8,676594.62
ET money,2026-05-24,133,5,70116.07,14023.214000000002,12,493948.01
ET money,2023-01-04,1,0,0.0,0.0,0,
ET money,2022-12-06,1,0,0.0,0.0,0,
Paisa Bazaar,2026-05-24,431,0,0.0,0.0,0,
Paisa Bazaar,2022-02-09,1,0,0.0,0.0,0,
Mobikwik,2026-05-24,540,0,0.0,0.0,0,
Mobikwik,2024-03-14,1,0,0.0,0.0,0,
Tata Digital Private Ltd,2026-05-24,124,10,140232.14,14023.214000000002,8,294209.06999999995
ET money,2026-05-25,149,66,6886311.92,104338.05939393939,12,1067148.08
Paisa Bazaar,2026-05-25,444,111,7306758.239999999,65826.65081081081,8,419045.67
Paisa Bazaar,2025-03-13,1,0,0.0,0.0,0,
Paisa Bazaar,2022-03-20,1,0,0.0,0.0,0,
Paisa Bazaar,2021-07-05,1,0,0.0,0.0,0,
Mobikwik,2026-05-25,477,127,3689155.7500000005,29048.47047244095,20,382514.71
Mobikwik,2023-01-31,1,0,0.0,0.0,0,
Tata Digital Private Ltd,2026-05-25,163,123,9335734.790000001,75900.28284552846,7,704142.07
Tata Digital Private Ltd,2023-12-14,1,0,0.0,0.0,0,
ET money,2026-05-26,249,39,4317329.93,110700.76743589743,14,2658269.1100000003
ET money,2021-11-12,1,0,0.0,0.0,0,
ET money,2021-11-05,1,0,0.0,0.0,0,
Paisa Bazaar,2026-05-26,515,63,5226924.55,82967.05634920635,9,944964.71
Paisa Bazaar,2021-11-30,1,0,0.0,0.0,0,
Mobikwik,2026-05-26,499,71,2425481.25,34161.707746478874,18,271120.14
Mobikwik,2024-09-16,1,0,0.0,0.0,0,
Tata Digital Private Ltd,2026-05-26,150,64,6201248.819999999,96894.51281249999,5,314367.31
ET money,2026-05-27,203,34,3135103.5999999996,92208.9294117647,10,1820067.3800000001
ET money,2025-04-27,1,0,0.0,0.0,0,
ET money,2021-08-18,1,0,0.0,0.0,0,
Paisa Bazaar,2026-05-27,519,66,5143864.47,77937.34045454545,14,964337.3799999999
Mobikwik,2026-05-27,420,59,2634264.84,44648.556610169486,14,444156.3700000001
Mobikwik,2024-11-07,1,0,0.0,0.0,0,
Mobikwik,2024-05-23,1,0,0.0,0.0,0,
Mobikwik,2023-09-12,1,0,0.0,0.0,0,
Mobikwik,2022-06-05,1,0,0.0,0.0,0,
Tata Digital Private Ltd,2026-05-27,108,97,8250416.680000001,85055.84206185567,8,359755.38999999996
ET money,2026-05-28,232,3,49969.58,16656.52666666667,8,865913.73
Paisa Bazaar,2026-05-28,474,1,50000.0,50000.0,10,1194812.56
Paisa Bazaar,2021-02-22,1,0,0.0,0.0,0,
Mobikwik,2026-05-28,395,0,0.0,0.0,0,
Tata Digital Private Ltd,2026-05-28,88,3,30121.39,10040.463333333333,9,859998.51
Tata Digital Private Ltd,2021-05-04,1,0,0.0,0.0,0,
ET money,2026-05-29,2328,69,9549109.83,138392.89608695652,12,1060316.12
ET money,2022-12-20,1,0,0.0,0.0,0,
Paisa Bazaar,2026-05-29,485,112,9669184.57,86332.00508928571,9,768696.8999999999
Mobikwik,2026-05-29,378,75,2682591.07,35767.880933333334,13,394960.53
Mobikwik,2022-09-09,1,0,0.0,0.0,0,
Tata Digital Private Ltd,2026-05-29,92,176,13060006.01,74204.57960227273,5,412752.42
ET money,2026-05-30,386,3,99966.09000000001,33322.030000000006,9,570520.37
ET money,2023-05-04,1,0,0.0,0.0,0,
Paisa Bazaar,2026-05-30,543,5,120190.52000000002,24038.104000000003,9,845537.7900000002
Paisa Bazaar,2024-01-15,1,0,0.0,0.0,0,
Mobikwik,2026-05-30,432,0,0.0,0.0,0,
Tata Digital Private Ltd,2026-05-30,112,12,209642.66999999998,17470.2225,11,743395.47
ET money,2026-05-31,195,6,249915.24,41652.54,19,2454982.07
Paisa Bazaar,2026-05-31,435,4,250805.09,62701.2725,12,1626474.9900000002
Mobikwik,2026-05-31,474,4,40131.520000000004,10032.880000000001,8,248581.02000000002
Mobikwik,2024-08-14,1,0,0.0,0.0,0,
Mobikwik,2021-09-10,1,0,0.0,0.0,0,
Tata Digital Private Ltd,2026-05-31,127,10,174404.45,17440.445,7,575197.3300000001
ET money,2026-06-01,228,123,15638936.610000001,127145.82609756099,8,1121178.2
Paisa Bazaar,2026-06-01,505,158,14258287.820000002,90242.32797468356,13,813499.43
Mobikwik,2026-06-01,421,159,6367589.750000001,40047.73427672956,11,351217.94999999995
Mobikwik,2025-06-15,1,0,0.0,0.0,0,
Mobikwik,2024-06-03,1,0,0.0,0.0,0,
Tata Digital Private Ltd,2026-06-01,120,248,22189594.760000005,89474.17241935486,10,1449723.9300000002
ET money,2026-06-02,243,43,5978830.66,139042.5734883721,10,542371.6500000001
ET money,2023-05-16,1,0,0.0,0.0,0,
Paisa Bazaar,2026-06-02,559,109,9887296.079999998,90709.13834862383,27,1172686.4599999997
Paisa Bazaar,2023-11-19,1,0,0.0,0.0,0,
Paisa Bazaar,2023-07-10,1,0,0.0,0.0,0,
Mobikwik,2026-06-02,412,55,2420085.0300000003,44001.546,13,556686.8999999999
Mobikwik,2025-10-21,1,0,0.0,0.0,0,
Tata Digital Private Ltd,2026-06-02,124,92,5631777.510000001,61214.972934782614,9,454782.86
Tata Digital Private Ltd,2022-09-25,1,0,0.0,0.0,0,
ET money,2026-06-03,240,48,7621338.97,158777.89520833333,10,1668560.81
ET money,2024-11-28,1,0,0.0,0.0,0,
Paisa Bazaar,2026-06-03,530,55,9981260.400000002,181477.46181818185,9,2246219.3299999996
Paisa Bazaar,2021-12-09,1,0,0.0,0.0,0,
Mobikwik,2026-06-03,403,70,2722635.1100000003,38894.787285714294,10,756841.81
Tata Digital Private Ltd,2026-06-03,186,78,4772647.76,61187.791794871795,10,874504.28
Tata Digital Private Ltd,2024-08-21,2,0,0.0,0.0,0,
Tata Digital Private Ltd,2022-03-25,1,0,0.0,0.0,0,
ET money,2026-06-05,191,29,2723002.38,93896.63379310345,6,377745.81
ET money,2026-06-04,153,38,2472979.6500000004,65078.41184210527,4,179235.05
Paisa Bazaar,2026-06-05,556,73,7477339.409999999,102429.30698630137,7,829234.5700000001
Paisa Bazaar,2026-06-04,476,74,7581334.210000001,102450.46229729732,12,1208150.23
Paisa Bazaar,2022-10-13,1,0,0.0,0.0,0,
Paisa Bazaar,2021-11-26,1,0,0.0,0.0,0,
Mobikwik,2026-06-05,389,37,1570171.91,42437.07864864865,12,799963.57
Mobikwik,2026-06-04,395,48,2394975.54,49895.32375,11,524105.58
Tata Digital Private Ltd,2026-06-05,113,83,5854804.44,70539.81253012049,6,431112.09
Tata Digital Private Ltd,2026-06-04,113,52,4878030.29,93808.2748076923,8,246356.61
ET money,2026-06-07,173,0,0.0,0.0,0,
ET money,2026-06-06,223,0,0.0,0.0,0,
ET money,2021-05-15,1,0,0.0,0.0,0,
Paisa Bazaar,2026-06-07,620,9,219922.32,24435.813333333335,16,2698792.3800000004
Paisa Bazaar,2026-06-06,634,3,60201.950000000004,20067.31666666667,16,474797.68000000005
Paisa Bazaar,2024-10-11,1,0,0.0,0.0,0,
Paisa Bazaar,2022-09-10,1,0,0.0,0.0,0,
Mobikwik,2026-06-07,389,0,0.0,0.0,0,
Mobikwik,2026-06-06,399,0,0.0,0.0,0,
Tata Digital Private Ltd,2026-06-07,199,0,0.0,0.0,0,
Tata Digital Private Ltd,2026-06-06,127,5,69896.78,13979.356,6,621184.0
ET money,2026-06-08,120,92,10474827.309999999,113856.8185869565,19,1016574.8600000001
Paisa Bazaar,2026-06-08,580,152,15527629.24,102155.4555263158,17,1444639.6199999999
Paisa Bazaar,2024-08-02,1,0,0.0,0.0,0,
Paisa Bazaar,2021-11-24,1,0,0.0,0.0,0,
Mobikwik,2026-06-08,365,155,6343439.360000001,40925.41522580646,4,91540.83
Tata Digital Private Ltd,2026-06-08,152,167,11573200.69,69300.60293413173,13,323886.36
Tata Digital Private Ltd,2024-09-09,1,0,0.0,0.0,0,
ET money,2026-06-09,184,58,7034452.709999999,121283.66741379308,19,1606036.9100000001
Paisa Bazaar,2026-06-09,616,74,10889179.01,147151.0677027027,10,531286.5
Paisa Bazaar,2024-07-02,1,0,0.0,0.0,0,
Mobikwik,2026-06-09,504,47,1768349.9999999998,37624.468085106375,18,651598.46
Tata Digital Private Ltd,2026-06-09,121,74,6359760.2700000005,85942.70635135136,13,558190.4
ET money,2026-06-10,184,41,5358468.28,130694.34829268293,9,1321639.16
Paisa Bazaar,2026-06-10,576,59,4361823.890000001,73929.21847457628,20,2375822.9199999995
Mobikwik,2026-06-10,440,49,1867643.22,38115.16775510204,14,170319.65
Tata Digital Private Ltd,2026-06-10,130,45,3457231.63,76827.36955555555,13,741521.1699999999
ET money,2026-06-11,152,53,8502571.27,160425.87301886792,14,1470684.3299999998
Paisa Bazaar,2026-06-11,588,73,10317449.0,141334.91780821918,16,2085719.9600000002
Paisa Bazaar,2023-07-26,1,0,0.0,0.0,0,
Paisa Bazaar,2022-04-26,1,0,0.0,0.0,0,
Mobikwik,2026-06-11,417,40,1099292.4200000002,27482.310500000003,7,159082.76
Tata Digital Private Ltd,2026-06-11,149,59,4040493.0,68482.93220338984,8,168720.97
ET money,2026-06-12,215,33,3601779.3200000003,109144.82787878788,9,519998.01999999996
ET money,2022-07-15,1,0,0.0,0.0,0,
Paisa Bazaar,2026-06-12,592,51,6529478.34,128028.98705882352,8,1148138.1400000001
Paisa Bazaar,2025-04-13,1,0,0.0,0.0,0,
Paisa Bazaar,2024-10-16,1,0,0.0,0.0,0,
Paisa Bazaar,2023-11-20,1,0,0.0,0.0,0,
Mobikwik,2026-06-12,348,36,2223879.2499999995,61774.423611111095,3,59421.36
Tata Digital Private Ltd,2026-06-12,505,61,4192698.65,68732.76475409836,11,475540.06
ET money,2026-06-15,167,74,9434616.99,127494.8241891892,10,2640334.710000001
ET money,2026-06-14,156,8,120043.11,15005.38875,10,806906.9400000001
ET money,2026-06-13,159,6,500110.55,83351.75833333333,8,942848.2999999999
ET money,2024-08-30,1,0,0.0,0.0,0,
ET money,2021-08-03,1,0,0.0,0.0,0,
Paisa Bazaar,2026-06-15,607,143,14298988.389999999,99992.9258041958,13,1349245.74
Paisa Bazaar,2026-06-14,606,3,29957.82,9985.94,11,951589.64
Paisa Bazaar,2026-06-13,631,6,149789.1,24964.850000000002,12,571456.0900000001
Mobikwik,2026-06-15,321,91,3261117.2199999997,35836.452967032965,5,135397.03999999998
Mobikwik,2026-06-14,374,1,2000.0,2000.0,4,35096.6
Mobikwik,2026-06-13,297,0,0.0,0.0,0,
Tata Digital Private Ltd,2026-06-15,108,152,9464189.920000002,62264.40736842107,8,510504.22000000003
Tata Digital Private Ltd,2026-06-14,129,5,105048.08,21009.616,12,350362.33999999997
Tata Digital Private Ltd,2026-06-13,157,10,560257.4299999999,56025.742999999995,11,1169387.7100000002
Tata Digital Private Ltd,2023-06-05,1,0,0.0,0.0,0,
Tata Digital Private Ltd,2021-04-30,1,0,0.0,0.0,0,
ET money,2026-06-16,220,55,8775753.17,159559.14854545455,9,1311546.1800000002
ET money,2025-06-09,1,0,0.0,0.0,0,
Paisa Bazaar,2026-06-16,592,55,3789529.43,68900.53509090909,5,113100.62000000001
Mobikwik,2026-06-16,310,36,1787794.4000000001,49660.955555555556,8,452056.56999999995
Tata Digital Private Ltd,2026-06-16,105,50,3421913.21,68438.2642,12,921985.46
ET money,2026-06-17,240,36,5230760.48,145298.90222222224,6,460083.3400000001
ET money,2025-09-05,1,0,0.0,0.0,0,
ET money,2022-04-27,1,0,0.0,0.0,0,
Paisa Bazaar,2026-06-17,620,53,5354268.59,101023.93566037735,8,435469.45
Mobikwik,2026-06-17,312,26,1334444.9999999998,51324.80769230768,12,525791.9400000001
Tata Digital Private Ltd,2026-06-17,116,56,4690049.57,83750.88517857144,6,654350.14
ET money,2026-06-18,225,32,3441768.37,107555.2615625,17,2307577.11
Paisa Bazaar,2026-06-18,597,63,6630917.99,105252.6665079365,11,1226731.3199999998
Paisa Bazaar,2024-09-23,1,0,0.0,0.0,0,
Paisa Bazaar,2023-03-21,1,0,0.0,0.0,0,
Mobikwik,2026-06-18,307,37,1588439.47,42930.796486486484,4,216307.44999999998
Tata Digital Private Ltd,2026-06-18,91,63,7866079.6499999985,124858.40714285712,8,816912.59
ET money,2026-06-19,169,50,6422578.56,128451.57119999999,12,2070247.9100000001
ET money,2023-08-18,1,0,0.0,0.0,0,
Paisa Bazaar,2026-06-19,594,54,7086832.259999999,131237.6344444444,13,1459675.1600000001
Paisa Bazaar,2024-07-25,1,0,0.0,0.0,0,
Paisa Bazaar,2024-05-08,1,0,0.0,0.0,0,
Paisa Bazaar,2024-01-31,2,0,0.0,0.0,0,
Paisa Bazaar,2023-09-27,1,0,0.0,0.0,0,
Paisa Bazaar,2021-07-30,1,0,0.0,0.0,0,
Mobikwik,2026-06-19,279,33,1474288.8800000001,44675.42060606061,11,237849.77000000002
Tata Digital Private Ltd,2026-06-19,105,36,3157308.54,87703.015,7,214865.66
Tata Digital Private Ltd,2021-05-07,1,0,0.0,0.0,0,
ET money,2026-06-20,194,6,80133.95999999999,13355.659999999998,9,753498.48
ET money,2022-11-27,1,0,0.0,0.0,0,
ET money,2021-07-02,1,0,0.0,0.0,0,
Paisa Bazaar,2026-06-20,598,9,264551.51999999996,29394.613333333327,15,2330771.81
Paisa Bazaar,2023-04-15,1,0,0.0,0.0,0,
Mobikwik,2026-06-20,316,0,0.0,0.0,0,
Tata Digital Private Ltd,2026-06-20,143,10,283712.82,28371.282,10,726404.28
ET money,2026-06-21,151,3,50105.520000000004,16701.84,7,411699.1
ET money,2021-05-26,1,0,0.0,0.0,0,
Paisa Bazaar,2026-06-21,537,17,625174.43,36774.96647058824,15,2843459.86
Paisa Bazaar,2023-01-25,1,0,0.0,0.0,0,
Mobikwik,2026-06-21,334,7,90083.79,12869.112857142856,7,151184.5
Tata Digital Private Ltd,2026-06-21,135,6,125251.38,20875.23,7,93124.22
ET money,2026-06-22,135,86,10775263.479999999,125293.76139534882,8,1153203.35
ET money,2025-03-08,1,0,0.0,0.0,0,
Paisa Bazaar,2026-06-22,549,164,18689824.409999996,113962.3439634146,12,898188.2099999998
Paisa Bazaar,2022-03-06,2,0,0.0,0.0,0,
Mobikwik,2026-06-22,361,92,5501635.85,59800.389673913036,2,200241.56
Tata Digital Private Ltd,2026-06-22,117,136,16416417.319999998,120708.95088235293,7,873618.6699999999
ET money,2026-06-23,203,27,2618125.2600000002,96967.60222222224,9,769021.07
Paisa Bazaar,2026-06-23,524,61,5323064.710000001,87263.35590163936,15,604457.95
Paisa Bazaar,2024-01-02,2,0,0.0,0.0,0,
Paisa Bazaar,2021-07-11,1,0,0.0,0.0,0,
Mobikwik,2026-06-23,409,47,1688202.9500000002,35919.211702127664,6,320460.65
Tata Digital Private Ltd,2026-06-23,102,77,4836572.69,62812.63233766234,9,718682.98
ET money,2026-06-24,155,29,2840044.36,97932.56413793103,6,828491.5999999999
ET money,2025-04-12,1,0,0.0,0.0,0,
Paisa Bazaar,2026-06-24,535,68,7459658.449999999,109700.85955882352,8,1434198.5
Paisa Bazaar,2024-12-11,1,0,0.0,0.0,0,
Mobikwik,2026-06-24,316,38,1366585.54,35962.777368421055,6,40845.99
Tata Digital Private Ltd,2026-06-24,101,51,2447656.88,47993.272156862746,8,501375.81
ET money,2026-06-25,204,31,3246335.6899999995,104720.50612903225,14,1097121.7499999998
Paisa Bazaar,2026-06-25,490,69,6849634.34,99270.06289855072,12,1014451.2000000001
Mobikwik,2026-06-25,318,48,2737782.47,57037.13479166667,7,148218.87
Tata Digital Private Ltd,2026-06-25,109,63,4678654.58,74264.35841269842,4,317937.75
ET money,2026-06-26,174,1,1000.0,1000.0,7,1081389.24
ET money,2021-08-15,1,0,0.0,0.0,0,
Paisa Bazaar,2026-06-26,469,3,114678.07,38226.02333333334,10,445733.85
Paisa Bazaar,2024-05-27,1,0,0.0,0.0,0,
Mobikwik,2026-06-26,339,0,0.0,0.0,0,
Tata Digital Private Ltd,2026-06-26,108,0,0.0,0.0,0,
Tata Digital Private Ltd,2022-04-07,2,0,0.0,0.0,0,
Tata Digital Private Ltd,2021-06-23,1,0,0.0,0.0,0,
ET money,2026-06-27,163,3,400387.96,133462.65333333335,14,1128477.23
Paisa Bazaar,2026-06-27,553,3,993275.26,331091.75333333336,8,296364.97000000003
Paisa Bazaar,2021-09-07,1,0,0.0,0.0,0,
Mobikwik,2026-06-27,335,0,0.0,0.0,0,
Tata Digital Private Ltd,2026-06-27,111,0,0.0,0.0,0,
ET money,2026-06-28,124,15,1201163.8599999999,80077.59066666666,17,1466964.51
ET money,2024-07-06,1,0,0.0,0.0,0,
ET money,2023-01-10,1,0,0.0,0.0,0,
Paisa Bazaar,2026-06-28,466,0,0.0,0.0,0,
Paisa Bazaar,2024-02-11,1,0,0.0,0.0,0,
Paisa Bazaar,2023-01-31,1,0,0.0,0.0,0,
Mobikwik,2026-06-28,346,0,0.0,0.0,0,
Tata Digital Private Ltd,2026-06-28,115,7,270152.61,38593.229999999996,10,305183.67
ET money,2026-06-29,158,157,23613750.02,150406.05108280256,7,584134.73
ET money,2024-04-16,1,0,0.0,0.0,0,
ET money,2023-08-15,1,0,0.0,0.0,0,
Paisa Bazaar,2026-06-29,539,193,15850330.159999998,82126.06300518134,11,1965064.8300000003
Paisa Bazaar,2024-09-09,1,0,0.0,0.0,0,
Paisa Bazaar,2023-09-21,1,0,0.0,0.0,0,
Mobikwik,2026-06-29,329,145,5347654.4,36880.3751724138,10,352028.38999999996
Tata Digital Private Ltd,2026-06-29,178,218,14892218.200000001,68312.92752293579,13,585462.2999999999
ET money,2026-06-30,168,59,8480594.41,143738.88830508475,19,2520168.5899999994
Paisa Bazaar,2026-06-30,539,62,6926438.78,111716.75451612903,13,447060.99
Paisa Bazaar,2022-12-10,1,0,0.0,0.0,0,
Mobikwik,2026-06-30,345,50,1965144.04,39302.8808,5,38949.11
Tata Digital Private Ltd,2026-06-30,137,65,4776840.64,73489.856,6,345579.02
ET money,2026-07-01,272,82,8246383.02,100565.64658536584,17,1877178.22
Paisa Bazaar,2026-07-01,610,96,7330928.67,76363.8403125,18,1859154.4000000001
Paisa Bazaar,2025-03-07,1,0,0.0,0.0,0,
Paisa Bazaar,2022-04-20,1,0,0.0,0.0,0,
Mobikwik,2026-07-01,424,73,2879378.51,39443.54123287671,6,137792.44999999998
Tata Digital Private Ltd,2026-07-01,118,90,5382458.579999999,59805.095333333324,12,917334.5800000002
ET money,2026-07-02,226,59,7871330.95,133412.38898305086,13,2507647.2399999998
Paisa Bazaar,2026-07-02,630,77,8684269.0,112782.71428571429,19,2420493.3
Mobikwik,2026-07-02,414,75,3350582.9000000004,44674.43866666667,7,716695.66
Tata Digital Private Ltd,2026-07-02,120,90,5224723.569999999,58052.4841111111,8,340099.81
ET money,2026-07-03,196,51,7435652.83,145797.1143137255,14,1872569.23
ET money,2025-02-06,1,0,0.0,0.0,0,
ET money,2025-01-31,1,0,0.0,0.0,0,
Paisa Bazaar,2026-07-03,626,63,4319874.399999999,68569.43492063491,11,544735.13
Mobikwik,2026-07-03,383,44,2245888.07,51042.910681818175,11,323479.5900000001
Tata Digital Private Ltd,2026-07-03,80,65,4750093.08,73078.35507692308,6,202591.19
ET money,2026-07-04,182,3,50143.020000000004,16714.34,9,708973.0199999999
Paisa Bazaar,2026-07-04,725,5,34714.31,6942.861999999999,12,671972.49
Mobikwik,2026-07-04,382,1,50000.0,50000.0,10,736456.3300000001
Tata Digital Private Ltd,2026-07-04,128,10,138857.25,13885.725,12,919317.7799999999
ET money,2026-07-05,193,6,200572.09000000003,33428.68166666667,10,580400.6900000001
ET money,2025-06-01,1,0,0.0,0.0,0,
Paisa Bazaar,2026-07-05,638,0,0.0,0.0,0,
Mobikwik,2026-07-05,434,0,0.0,0.0,0,
Tata Digital Private Ltd,2026-07-05,150,10,138857.25,13885.725,11,737456.2400000001
ET money,2026-07-06,148,93,11018812.03,118481.84978494623,8,1151896.9000000001
ET money,2022-08-14,1,0,0.0,0.0,0,
Paisa Bazaar,2026-07-06,603,145,12409807.06,85584.87627586207,11,685781.47
Mobikwik,2026-07-06,409,144,6965666.830000001,48372.68631944445,6,288489.08
Tata Digital Private Ltd,2026-07-06,145,189,18377373.310000002,97234.77941798943,11,1597705.87
Tata Digital Private Ltd,2022-01-28,1,0,0.0,0.0,0,
ET money,2026-07-07,204,38,4634602.579999999,121963.22578947367,14,1195269.0400000003
